OBJECTID,PLAN_NO,BHC_TYPE,BHC_VALUE,SHAPE_Leng,Shape__Area,Shape__Length
5321,S/TM/36,BHCS,2,262.421311161,4378.650390625,284.857382085873
5322,S/TM/36,BHCB,100,1296.21093159,64782.056640625,1405.58457075452
5323,S/TM/36,BHCS,3,562.917754554,11733.3984375,609.636745264061
5324,S/TM/36,BHCB,30,7196.9977679,778190.849609375,7802.71944857519
5325,S/TM/36,BHCS,3,428.472726984,11387.322265625,464.248903765266
5326,S/TM/36,BHCS,8,355.682437814,7761.275390625,385.214203141052
5327,S/TM/36,BHCS,3,1331.56999867,39037.818359375,1441.25243012776
5328,S/TM/36,BHCS,2,354.523363166,8316.681640625,383.891034809458
5329,S/TM/36,BHCS,8,799.352926756,30521.375,866.619871682854
5330,S/TM/36,BHCS,1,220.869235325,3277.92578125,239.639759580079
5331,S/TM/36,BHCB,70,1615.28582363,66624.935546875,1750.04475170295
5332,S/TM/36,BHCS,4,1150.57363848,69325.873046875,1249.09459373686
5333,S/TM/36,BHCS,3,1006.87189291,42688.87890625,1091.7716375433
5334,S/TM/36,BHCS,6,1064.18030517,30770.6953125,1153.56441491485
5335,S/TM/36,BHCB,85,189.436568736,2658.484375,205.306473001398
5336,S/TM/36,BHCB,100,744.126834074,18603.75390625,806.44598213741
5337,S/TM/36,BHCB,100,595.847718758,24522.716796875,646.422536649609
5338,S/TM/36,BHCB,100,516.013932545,15868.2890625,560.057591403477
5339,S/TM/36,BHCB,100,659.075076413,24146.591796875,714.33949981357
5340,S/TM/36,BHCS,3,438.441834867,7937.22265625,474.697065740255
5341,S/TM/36,BHCB,80,96.2388681908,360.6171875,104.160015241938
5342,S/TM/36,BHCB,100,603.12448479,18315.6484375,654.790111213936
5343,S/TM/36,BHCB,100,277.283463856,5643.58203125,300.643573465514
5344,S/TM/36,BHCS,1,139.467351684,1306.6640625,151.106528624554
5345,S/TM/36,BHCB,30,877.417352745,54289.458984375,950.221839542285
5346,S/TM/36,BHCS,3,435.184078338,7637.884765625,471.596072537085
5347,S/TM/36,BHCS,3,330.018804175,6851.58203125,357.686574821522
5348,S/TM/36,BHCB,120,745.61653457,37582.013671875,809.246094251273
5349,S/TM/36,BHCB,100,814.117510587,39372.94921875,881.392882454327
5350,S/TM/36,BHCB,85,1095.63111161,68906.765625,1187.99847968406
5351,S/TM/36,BHCS,10,491.376573351,16558.849609375,532.744878102766
5352,S/TM/36,BHCB,120,1656.49483755,124916.943359375,1795.86738494325
5353,S/TM/36,BHCS,3,456.626277795,14423.578125,494.714888679319
5354,S/TM/36,BHCS,5,229.551625078,3279.099609375,248.947559839505
5355,S/TM/36,BHCB,70,275.407755405,5344.748046875,298.620815419262
5356,S/TM/36,BHCS,1,2091.55679869,31238.732421875,2265.45173916314
5357,S/TM/36,BHCB,30,927.582269961,40244.685546875,1003.87058125163
5358,S/TM/36,BHCS,3,1210.26423115,56525.4140625,1311.60018443404
5359,S/TM/36,BHCB,70,589.715316431,17943.98046875,639.726441563761
5360,S/TM/36,BHCS,10,769.71281697,29256.666015625,834.451575635036
5361,S/TM/36,BHCB,100,562.761247722,16934.73046875,610.122448583943
5362,S/TM/36,BHCB,85,503.834494599,16138.76171875,545.69226658269
5363,S/TM/36,BHCB,90,368.697823061,8830.322265625,399.981135842453
5364,S/TM/36,BHCB,85,288.667896321,5858.02734375,313.13259093167
5365,S/TM/36,BHCS,3,805.011861281,23843.560546875,872.462995811166
5366,S/TM/36,BHCB,100,682.370417768,8345.39453125,740.644953924687
5367,S/TM/36,BHCB,85,706.490987385,29881.119140625,764.97780239137
5368,S/TM/36,BHCS,3,2558.35102568,194243.57421875,2773.90523955755
5369,S/TM/36,BHCS,1,288.830908648,5572.119140625,312.841789132363
5370,S/TM/36,BHCS,10,1537.64328461,41692.7578125,1668.2658033452
5371,S/TM/36,BHCB,85,1003.80954269,60336.525390625,1086.99435843633
5372,S/TM/36,BHCS,3,169.797707325,1767.236328125,184.141524444792
5373,S/TM/36,BHCS,2,198.103493398,2690.767578125,214.97221173419
5374,S/TM/36,BHCS,2,125.486798692,1067.02734375,136.027651561157
5375,S/TM/36,BHCB,70,1473.99009569,77909.337890625,1600.38380738447
5376,S/TM/36,BHCS,6,682.60703559,18163.197265625,739.684613488042
5377,S/TM/36,BHCS,12,303.872932663,6578.53515625,329.438220967487
5378,S/TM/36,BHCS,2,229.589838821,3328.625,248.976836382154
5379,S/TM/36,BHCS,8,436.033078471,14682.77734375,472.966698436991
5380,S/TM/36,BHCS,8,557.725282132,18994.623046875,604.610913075487
5381,S/TM/36,BHCS,4,655.482213589,21406.4921875,710.37089457277
5382,S/TM/36,BHCB,60,1251.14747154,102920.13671875,1356.48093430783
5383,S/TM/36,BHCS,9,304.552496161,6761.712890625,330.152895754033
5384,S/TM/36,BHCS,3,528.760383932,17337.3359375,572.990946242659
5385,S/TM/36,BHCN, ,187.85294203,2381.017578125,203.580118440543
5386,S/TM/36,BHCB,100,771.975301877,30357.630859375,837.621468199149
5387,S/TM/36,BHCS,2,471.148258841,14530.791015625,510.780630080661
5388,S/TM/36,BHCS,5,929.993986956,37688.703125,1008.0895231475
5389,S/TM/36,BHCB,30,208.045872563,3173.2734375,225.522761498743
5390,S/TM/36,BHCB,85,218.703634788,3230.375,237.148477643481
5391,S/TM/36,BHCS,6,513.565439206,11250.865234375,557.560820294798
5392,S/TM/36,BHCS,6,365.854339044,8918.08984375,396.628731496361
5393,S/TM/36,BHCN, ,2267.88166496,231093.740234375,2457.38447626167
5394,S/TM/36,BHCS,3,185.589100561,1544.51171875,201.287271751644
5395,S/TM/36,BHCS,4,335.37289223,8215.916015625,363.850582723755
5396,S/TM/36,BHCS,8,465.62656963,8780.5,504.522881866544
5397,S/TM/36,BHCB,100,598.459753744,22289.5390625,649.346034707841
5398,S/TM/36,BHCB,100,429.680127204,11363.818359375,465.779464382982
5399,S/TM/36,BHCS,5,214.072698052,3423.662109375,232.189028658188
5400,S/TM/36,BHCB,85,863.720706051,36728.6171875,936.454710776866
5401,S/TM/36,BHCB,41,1411.01975227,106147.5703125,1528.02585545045
5402,S/TM/36,BHCS,1,138.425005002,1344.28515625,150.085252594931
5403,S/TM/36,BHCS,8,415.052270756,12458.162109375,449.68249853292
5404,S/TM/36,BHCN, ,1614.19509455,164780.013671875,1749.86249328915
5405,S/TM/36,BHCN, ,874.505570303,35635.3203125,947.399955797494
5406,S/TM/36,BHCS,1,468.578942828,15312.3046875,508.328305607601
5407,S/TM/36,BHCB,50,403.906464503,9843.21875,438.002749020337
5408,S/TM/36,BHCS,1,164.214042359,1957.615234375,177.989939850838
5409,S/TM/36,BHCS,11,1232.55375419,92227.421875,1337.31743849189
5410,S/TM/36,BHCB,85,987.518808531,63029.072265625,1070.6337591664
5411,S/TM/36,BHCS,1,607.758879941,19822.654296875,658.522621913393
5412,S/TM/36,BHCS,3,318.183403378,5971.353515625,344.577692048814
5413,S/TM/36,BHCB,85,582.382152716,25058.9375,631.413899840673
5414,S/TM/36,BHCB,35,354.305153884,7085.013671875,384.140229741358
5415,S/TM/36,BHCS,1,642.610222083,7283.00390625,695.591524298035
5416,S/TM/36,BHCB,120,1812.56163247,121836.48828125,1967.58477764467
5417,S/TM/36,BHCS,1,260.000581447,3465.814453125,281.832599170431
5418,S/TM/36,BHCS,3,902.136916164,53431.74609375,978.207822371569
5419,S/TM/36,BHCB,85,748.898758074,23914.537109375,813.12854176179
5420,S/TM/36,BHCB,85,877.473244037,37384.841796875,950.860046474001
5421,S/TM/36,BHCS,1,760.522004965,38343.35546875,824.812694790307
5422,S/TM/36,BHCS,1,801.962359813,24783.107421875,868.11617692817
5423,S/TM/36,BHCS,1,240.889473195,3182.5234375,261.392205101562
5424,S/TM/36,BHCS,8,733.323599462,18390.85546875,795.476204674762
5425,S/TM/36,BHCS,1,224.351942514,1829.5859375,243.704398293809
5426,S/TM/36,BHCS,8,295.101499654,5453.67578125,320.28089133373
5427,S/TM/36,BHCS,4,392.106060826,8060.404296875,425.419656799565
5428,S/TM/36,BHCS,13,542.959768235,20632.04296875,588.437698814056
5429,S/TM/36,BHCB,85,1371.88444358,62915.595703125,1487.94410592331
5430,S/TM/36,BHCS,8,755.185908824,26077.9296875,817.391054266666
5431,S/TM/36,BHCB,26,1643.96984823,170760.435546875,1781.31481094506
5432,S/TM/36,BHCB,85,885.31127324,51132.634765625,959.699676182169
5433,S/TM/36,BHCS,5,1386.63479062,24088.4375,1501.98013265111
5434,S/TM/36,BHCS,3,449.883624376,13449.677734375,487.576819737399
5435,S/TM/36,BHCS,2,348.994883143,6956.03515625,378.423505353605
5436,S/TM/36,BHCB,120,913.456121309,38149.86328125,989.914811318275
5437,S/TM/36,BHCS,3,737.129098492,35569.083984375,799.085693632478
5438,S/TM/36,BHCS,6,170.717806635,1984.810546875,185.237949144349
5439,S/TM/36,BHCS,3,174.86558394,2347.8984375,189.485263217075
5440,S/TM/36,BHCS,2,273.938880134,4385.244140625,297.330374215041
5441,S/TM/36,BHCS,3,321.852725312,8269.3125,348.850087509809
5442,S/TM/36,BHCS,1,507.716924019,5050.939453125,550.166830857453
5443,S/TM/36,BHCS,2,136.543506633,1363.517578125,148.023409307514
5444,S/TM/36,BHCS,2,243.348166896,3005.94921875,263.729586879545
5445,S/TM/36,BHCB,85,2751.51015811,147260.677734375,2984.26681674802
5446,S/TM/36,BHCB,85,118.718085658,840.376953125,128.601348026428
5447,S/TM/36,BHCN, ,1290.53553641,38182.076171875,1396.73546359447
5448,S/TM/36,BHCS,5,2576.02561659,164414.478515625,2792.30553654425
5449,S/TM/36,BHCN, ,2977.03922513,443351.71484375,3225.97777610581
5450,S/TM/36,BHCB,100,324.582820761,5871.849609375,351.374887697662
5451,S/TM/36,BHCB,100,1883.35940417,196331.02734375,2041.18023159766
5452,S/TM/36,BHCS,1,125.416703282,1160.251953125,135.98798305379
5453,S/TM/36,BHCS,4,182.739392252,2433.541015625,198.020891445831
5454,S/TM/36,BHCB,85,775.659179325,31265.69140625,839.701669410369
5455,S/TM/36,BHCN, ,1246.12427708,50900.232421875,1349.19964293287
5456,S/TM/36,BHCS,4,745.29085875,30144.822265625,808.999027125151
5457,S/TM/36,BHCS,3,388.147689889,6252.841796875,420.824131635107
5458,S/TM/36,BHCS,8,744.166059997,38374.697265625,806.530560658363
5459,S/TM/36,BHCS,3,1055.3296365,14443.599609375,1144.10377324149
5460,S/TM/36,BHCS,2,560.905075748,15173.1328125,608.966643627001
5461,S/TM/36,BHCB,85,861.967356985,28472.046875,936.482933068965
5462,S/TM/36,BHCB,100,993.874717562,59632.255859375,1077.79154642849
5463,S/TM/36,BHCS,2,580.111555452,9118.005859375,630.271381227844
5464,S/TM/36,BHCN, ,867.420778032,53781.578125,940.062557469918
5465,S/TM/36,BHCB,60,284.790024603,5862.361328125,308.851573203679
5466,S/TM/36,BHCB,85,373.979530342,10316.275390625,405.26089400813
5467,S/TM/36,BHCB,156,856.652055366,38928.146484375,929.727845562977
5468,S/TM/36,BHCS,1,55.6545424067,211.662109375,60.2996271183361
5469,S/TM/36,BHCS,8,583.96437066,22067.23828125,633.593821432164
5470,S/TM/36,BHCS,10,1232.01099348,37533.51171875,1334.68117349198
5471,S/TM/36,BHCS,2,1391.07241322,64809.443359375,1508.29687592637
5472,S/TM/36,BHCS,3,632.310809685,20943.060546875,685.046776641032
5473,S/TM/36,BHCB,140,431.639800222,12042.732421875,467.794341810433
5474,S/TM/36,BHCB,100,986.492463381,59149.939453125,1069.42794622554
5475,S/TM/36,BHCB,100,606.806183712,21985.490234375,657.586590131799
5476,S/TM/36,BHCB,100,844.388001077,41496.80859375,915.919236597448
5477,S/TM/36,BHCB,100,924.312754383,36723.671875,1001.97292390459
5478,S/TM/36,BHCB,100,298.073206862,6526.1484375,323.217199536787
5479,S/TM/36,BHCS,8,308.347651049,7079.029296875,334.251067959483
5480,S/TM/36,BHCS,8,497.287851235,15297.400390625,539.719599175943
5481,S/TM/36,BHCS,6,247.515396607,4001.154296875,268.085612698191
5482,S/TM/36,BHCB,90,864.700301636,29993.607421875,937.302380917867
5483,S/TM/36,BHCB,90,54.0523463576,175.025390625,58.5916844723906
5484,S/TM/36,BHCS,3,2641.61165146,183866.720703125,2860.68137561881
5485,S/TM/36,BHCS,8,399.80642692,8138.279296875,433.774141134543
5486,S/TM/36,BHCS,8,322.397876973,5272.8671875,349.209240260447
5487,S/TM/36,BHCS,2,593.996998513,8463.61328125,644.84104355028
5488,S/TM/36,BHCS,6,2084.64732782,91761.7421875,2259.76345388401
5489,S/TM/36,BHCS,11,425.31947768,9802.595703125,460.754676936949
5490,S/TM/36,BHCB,100,807.620130403,28581.34375,875.840541608115
5491,S/NE-KTS/18,BHCB,75,1024.62944063,44097.087890625,1111.15546220441
5492,S/NE-KTS/18,BHCB,75,653.829352323,24463.486328125,709.462508388773
5493,S/I-TOTC/2,BHCS,2,270.437847135,2438.380859375,292.475431205835
5494,S/I-TOTC/2,BHCS,2,98.9801751827,583.140625,107.304808615502
5495,S/I-TOTC/2,BHCS,1,823.10815453,20307.61328125,890.761890465289
5496,S/I-TOTC/2,BHCS,6,691.047601387,29315.462890625,748.068787401672
5497,S/I-TOTC/2,BHCS,1,142.176464215,872.650390625,153.879532686409
5498,S/I-TOTC/2,BHCS,1,35.1121727873,83.302734375,37.9994375104938
5499,S/I-TOTC/2,BHCS,2,94.7399862272,554.2890625,102.537589201329
5500,S/I-TOTC/2,BHCS,2,118.489053906,903.9609375,128.275053050352
5501,S/I-TOTC/2,BHCS,2,329.139286187,3904.3671875,356.203250825888
5502,S/I-TOTC/2,BHCS,1,99.2502588161,701.87109375,107.486657435421
5503,S/I-TOTC/2,BHCS,1,85.992860591,522.34765625,93.1209325523512
5504,S/I-TOTC/2,BHCS,4,299.862299339,5878.48828125,324.550075947947
5505,S/I-TOTC/2,BHCS,5,192.35052774,2457.1484375,208.151475017811
5506,S/I-TOTC/2,BHCS,1,91.8448587924,591.083984375,99.4813082888605
5507,S/I-TOTC/2,BHCS,1,40.4321959223,119.201171875,43.7990224932067
5508,S/I-TOTC/2,BHCS,1,61.9774030695,297.40234375,67.0830958524868
5509,S/I-TOTC/2,BHCS,1,83.9851962813,509.8671875,90.95724191625
5510,S/I-TOTC/2,BHCS,1,87.942874819,514.486328125,95.2919349923694
5511,S/I-TOTC/2,BHCS,3,72.5345210075,284.98046875,78.5964766614211
5512,S/I-TOTC/2,BHCS,3,169.629381667,2097.5,183.688021397982
5513,S/I-TOTC/2,BHCS,2,320.975055769,5231.548828125,347.692316816262
5514,S/I-TOTC/2,BHCS,2,129.43763766,1196.921875,140.181448166615
5515,S/I-TOTC/2,BHCS,2,374.458896436,9627.357421875,405.87351298936
5516,S/I-TOTC/2,BHCS,6,487.367291025,10525.462890625,527.155623518281
5517,S/I-TOTC/2,BHCN, ,373.240479382,6053.81640625,404.160228462503
5518,S/I-TOTC/2,BHCS,3,162.935418162,1695.912109375,176.309466473342
5519,S/I-TOTC/2,BHCS,1,72.8605889882,380.845703125,78.9216480901385
5520,S/I-TOTC/2,BHCS,12,330.718843203,4356.330078125,357.955191789273
5521,S/I-TOTC/2,BHCS,1,60.8809348566,266.91015625,65.9152525874456
5522,S/I-TOTC/2,BHCS,12,225.384078558,2256.205078125,243.827527437511
5523,S/I-TOTC/2,BHCS,1,850.842248869,18515.421875,920.945230394291
5524,S/I-TOTC/2,BHCS,2,104.407491026,558.25,113.032478396945
5525,S/I-TOTC/2,BHCS,1,32.6663199496,77.001953125,35.3830687725932
5526,S/MOS/24,BHCB,100,797.601922119,41720.08984375,864.581227723158
5527,S/MOS/24,BHCB,80,504.272464774,15369.8046875,547.292445661208
5528,S/MOS/24,BHCS,8,308.567537223,7303.51953125,334.612020208423
5529,S/MOS/24,BHCB,40,355.940920347,5438.2734375,385.934404273224
5530,S/MOS/24,BHCB,120,1200.62198316,109894.21875,1301.64915000724
5531,S/MOS/24,BHCS,8,569.185029747,22011.72265625,617.410195612872
5532,S/MOS/24,BHCS,2,219.235021895,2507.5234375,237.885662194102
5533,S/MOS/24,BHCS,1,111.612512232,738.234375,121.142829286119
5534,S/MOS/24,BHCB,30,1808.56825693,171438.177734375,1959.86476228975
5535,S/MOS/24,BHCS,2,107.433868218,530.76171875,116.452814395405
5536,S/MOS/24,BHCB,130,690.238382148,20944.01171875,747.952982063603
5537,S/MOS/24,BHCB,120,350.896392858,6931.1875,380.184506151577
5538,S/MOS/24,BHCS,2,216.597520427,1566.78515625,235.249303579304
5539,S/MOS/24,BHCB,30,200.137405476,2326.814453125,217.295924284749
5540,S/MOS/24,BHCB,50,805.800814956,44352.474609375,873.123090880426
5541,S/MOS/24,BHCB,50,465.781246955,7556.822265625,505.353832564367
5542,S/MOS/24,BHCS,2,344.437244958,2722.98828125,374.140701474921
5543,S/MOS/24,BHCB,50,564.976579875,17355.345703125,612.997376264295
5544,S/MOS/24,BHCS,2,198.130153274,2954.83203125,214.931780566081
5545,S/MOS/24,BHCS,8,307.350304986,5710.0859375,333.277479844724
5546,S/MOS/24,BHCS,2,305.578465231,4872.7578125,331.250762504187
5547,S/MOS/24,BHCS,2,255.990447064,3872.43359375,277.954852189475
5548,S/MOS/24,BHCB,95,433.521882116,9707.650390625,469.454698467407
5549,S/MOS/24,BHCB,130,1607.34149618,91265.537109375,1742.23939443804
5550,S/MOS/24,BHCS,1,274.102495208,1448.634765625,297.967341226066
5551,S/MOS/24,BHCS,2,157.889443844,1312.337890625,171.301371769981
5552,S/MOS/24,BHCS,2,273.691589362,5210.5234375,296.795801701566
5553,S/MOS/24,BHCB,50,240.891849428,3601.333984375,261.258890554006
5554,S/MOS/24,BHCB,75,247.801398101,3645.52734375,268.877722571548
5555,S/MOS/24,BHCB,30,302.287288642,5216.369140625,328.141495053894
5556,S/MOS/24,BHCS,2,323.032160417,2430.197265625,349.90378386
5557,S/MOS/24,NBA,NBA,375.410988531,4253.646484375,407.526134164511
5558,S/MOS/24,NBA,NBA,107.137409845,685.4140625,116.057224138513
5559,S/MOS/24,NBA,NBA,561.343474915,7515.30859375,607.783774548905
5560,S/MOS/24,BHCB,140,818.609011388,43272.884765625,888.173256907559
5561,S/MOS/24,BHCS,2,196.444777512,2056.322265625,213.246576185162
5562,S/MOS/24,BHCB,140,1207.40760939,22206.6328125,1310.97479210028
5563,S/MOS/24,BHCB,165,602.391177808,16248.904296875,653.672403810051
5564,S/MOS/24,BHCB,165,502.732347678,17168.59765625,544.829010347794
5565,S/MOS/24,BHCS,1,1219.73933385,63115.677734375,1321.81579876742
5566,S/MOS/24,BHCB,225,593.68935184,26539.302734375,643.936838616952
5567,S/MOS/24,BHCS,8,336.176788673,8589.310546875,364.684816630939
5568,S/MOS/24,BHCS,2,316.361529351,7755.923828125,343.030909717919
5569,S/MOS/24,BHCB,120,612.388985799,21556.759765625,664.392647798963
5570,S/MOS/24,BHCB,120,88.0608350333,255.689453125,95.5858906684467
5571,S/MOS/24,BHCB,120,547.576853831,17616.04296875,593.962608206067
5572,S/MOS/24,BHCB,120,89.8955768664,328.5,97.6247071418725
5573,S/MOS/24,BHCS,2,74.4760506744,282.541015625,80.8568682522048
5574,S/MOS/24,BHCS,2,129.935982727,822.966796875,141.131504247104
5575,S/MOS/24,BHCB,80,489.639802125,19315.697265625,530.826380178311
5576,S/MOS/24,BHCB,110,834.622287271,47573.994140625,904.615622852611
5577,S/MOS/24,BHCS,2,667.870826731,31027.201171875,724.636991521072
5578,S/MOS/24,BHCB,100,341.198480364,8579.23046875,369.847585589058
5579,S/MOS/24,BHCB,100,406.816484899,13379.48046875,441.339119153836
5580,S/MOS/24,BHCB,50,425.32304033,9406.623046875,461.431961027914
5581,S/MOS/24,BHCB,130,354.193518397,9433.57421875,384.073750267742
5582,S/MOS/24,BHCB,60,404.193757975,12127.92578125,438.030404983409
5583,S/MOS/24,BHCB,110,1126.70574946,38930.017578125,1219.77906059401
5584,S/MOS/24,BHCS,8,512.083097574,22216.8671875,555.279912257503
5585,S/MOS/24,BHCB,130,346.724469377,7114.982421875,376.221289699895
5586,S/MOS/24,BHCS,2,443.904657142,11505.384765625,481.733284044929
5587,S/MOS/24,BHCS,2,336.462053507,8445.26171875,364.791511409441
5588,S/MOS/24,BHCB,32,730.720382325,27555.431640625,791.896824844388
5589,S/MOS/24,BHCB,42,1124.18913506,72106.267578125,1218.58793715007
5590,S/MOS/24,BHCS,2,590.321821251,10049.607421875,640.068514949771
5591,S/MOS/24,BHCS,1,758.429515917,28429.654296875,822.981649384059
5592,S/MOS/24,BHCS,6,686.140042949,28317.9453125,743.950531909125
5593,S/MOS/24,BHCS,1,124.961220005,1037.177734375,135.482333310782
5594,S/MOS/24,BHCS,3,2302.69962078,174173.91796875,2496.91207188605
5595,S/MOS/24,BHCS,8,333.989388766,8220.546875,362.009376305481
5596,S/MOS/24,BHCS,2,274.916183209,4755.17578125,298.278218932967
5597,S/MOS/24,BHCS,2,1056.19190647,56194.513671875,1144.75836607522
5598,S/MOS/24,BHCS,7,1040.65613178,30140.576171875,1127.96010955164
5599,S/MOS/24,BHCS,3,223.563344647,2998.130859375,242.571804514784
5600,S/MOS/24,BHCS,4,190.389402104,2711.025390625,206.440938236377
5601,S/MOS/24,BHCS,8,331.786044216,6353.798828125,359.475558365282
5602,S/MOS/24,BHCS,6,521.047379557,19496.91796875,564.810893270616
5603,S/MOS/24,BHCS,2,778.975209934,40677.939453125,844.813279694687
5604,S/MOS/24,BHCS,8,770.187850342,26919.818359375,835.857664732848
5605,S/MOS/24,BHCB,75,294.668346211,6104.037109375,319.263542346519
5606,S/MOS/24,BHCS,8,880.356979429,26658.375,955.345808353185
5607,S/MOS/24,BHCS,5,406.040176162,9752.595703125,440.187364698294
5608,S/MOS/24,BHCB,110,1132.5405984,91442.80078125,1228.5049875524
5609,S/MOS/24,BHCB,85,1374.61655263,85943.578125,1489.82844762251
5610,S/MOS/24,BHCB,120,976.398373293,47889.943359375,1059.17286640925
5611,S/MOS/24,BHCB,120,561.452211585,17051.40625,608.937618689161
5612,S/MOS/24,BHCB,90,459.846584198,16467.00390625,498.671769610599
5613,S/MOS/24,BHCB,120,1189.36086402,107875.23828125,1290.97166260618
5614,S/MOS/24,BHCB,130,461.081964535,14956.921875,499.640155493804
5615,S/MOS/24,BHCB,120,893.532047614,41119.23046875,969.909355604144
5616,S/MOS/24,BHCB,105,1033.19121671,43428.79296875,1120.74667466263
5617,S/MOS/24,BHCB,130,889.547771637,46857.7421875,963.506102430941
5618,S/MOS/24,BHCS,1,200.424413807,1536.7265625,217.200159879996
5619,S/MOS/24,BHCS,1,272.774724834,3299.876953125,295.535395465472
5620,S/MOS/24,BHCS,1,471.280073981,8704.10546875,511.522642543331
5621,S/MOS/24,BHCS,1,328.321792203,2247.064453125,356.097565094821
5622,S/MOS/24,BHCS,8,316.076320946,7096.220703125,342.926726572546
5623,S/MOS/24,BHCB,130,580.269260907,20461.255859375,628.621066028202
5624,S/MOS/24,BHCS,1,347.382523163,7534.263671875,376.426267167347
5625,S/MOS/24,BHCS,8,408.283541725,12442.546875,442.867807372966
5626,S/MOS/24,BHCS,2,708.68000789,36865.509765625,768.555079532498
5627,S/MOS/24,BHCB,150,834.41928911,32042.98046875,903.600299068281
5628,S/MOS/24,BHCB,130,263.06774818,4641.673828125,285.020229246198
5629,S/MOS/24,BHCB,130,221.569690791,3573.251953125,240.315410246923
5630,S/MOS/24,BHCB,130,262.741744408,4524.30859375,285.070039741493
5631,S/MOS/24,BHCB,130,400.646707039,9111.939453125,434.434097285118
5632,S/MOS/24,BHCB,130,615.438985228,13742.37109375,667.647825804215
5633,S/MOS/24,BHCB,185,830.536071452,40145.046875,900.664350223206
5634,S/MOS/24,BHCB,150,1223.45093943,58446.4453125,1326.38209647041
5635,S/MOS/24,BHCB,130,715.913410692,30550.931640625,776.567830526704
5636,S/MOS/24,BHCB,36,1155.64975101,70987.236328125,1251.28831745716
5637,S/MOS/24,BHCS,2,679.92010379,5719.76171875,738.730507917493
5638,S/MOS/24,BHCS,2,542.401835188,4274.466796875,589.193957971887
5639,S/MOS/24,BHCB,130,1187.19522391,99092.087890625,1288.41046257649
5640,S/MOS/24,BHCB,55,946.48722195,53555.98046875,1025.70476661308
5641,S/KTN/2,BHCB,20,130.574746903,1249.642578125,141.6997636866
5642,S/KTN/2,BHCS,3,216.135210203,3115.328125,234.483312051
5643,S/KTN/2,BHCB,60,284.764334711,5173.939453125,309.18669248652
5644,S/KTN/2,BHCB,50,358.638026599,8150.013671875,389.260393336791
5645,S/KTN/2,BHCB,30,234.529600192,2840.94140625,254.704695145154
5646,S/KTN/2,BHCS,9,314.100813407,6252.712890625,340.774067367842
5647,S/KTN/2,BHCS,8,328.411095631,8212.892578125,356.415324777465
5648,S/KTN/2,BHCS,5,1041.32005819,55344.51171875,1129.18256369252
5649,S/KTN/2,BHCB,80,387.222424219,11141.353515625,419.919181155481
5650,S/KTN/2,BHCB,95,656.471591928,29663.9609375,712.601704081196
5651,S/KTN/2,BHCB,90,563.842131568,16522.384765625,611.634626181885
5652,S/KTN/2,BHCB,75,639.909021526,25342.021484375,694.014865711343
5653,S/KTN/2,BHCB,75,509.885070694,12685.82421875,552.544681934495
5654,S/KTN/2,BHCS,8,628.933281677,16676.005859375,681.83208941348
5655,S/KTN/2,BHCB,135,680.323292041,26996.279296875,738.642134529319
5656,S/KTN/2,BHCS,8,374.063892403,8149.337890625,405.876271432932
5657,S/KTN/2,BHCS,2,253.91567493,4016.4765625,275.242195210168
5658,S/KTN/2,BHCB,80,682.693695912,34154.904296875,740.275501598924
5659,S/KTN/2,BHCB,135,696.260034175,38152.765625,755.388125415834
5660,S/KTN/2,BHCB,130,747.844682204,40129.791015625,811.176977729082
5661,S/KTN/2,BHCB,115,466.355887689,14827.142578125,506.393452359056
5662,S/KTN/2,BHCB,135,675.439406395,29371.775390625,732.10917155793
5663,S/KTN/2,BHCB,120,539.293272183,21550.736328125,585.059281647205
5664,S/KTN/2,BHCB,115,403.0374064,10886.3203125,437.686165226622
5665,S/KTN/2,BHCB,125,664.069091632,27616.171875,720.027199358874
5666,S/KTN/2,BHCB,115,573.954981872,24197.3515625,622.686946839953
5667,S/KTN/2,BHCB,110,605.686808986,27045.369140625,657.076966060455
5668,S/KTN/2,BHCB,55,273.980204153,5378.66796875,297.072096758968
5669,S/KTN/2,BHCB,40,307.516333002,5713.515625,333.612946389196
5670,S/KTN/2,BHCB,75,566.024169184,21350.962890625,614.258589021932
5671,S/KTN/2,BHCB,35,595.66712009,27186.26171875,645.809713863332
5672,S/KTN/2,BHCB,65,983.352399076,27530.8515625,1067.07975806496
5673,S/KTN/2,BHCB,40,236.167726862,3266.1484375,256.637773776876
5674,S/KTN/2,BHCS,10,879.293221162,47155.5078125,953.235236237795
5675,S/KTN/2,BHCS,2,93.6153088348,532.48046875,101.505803615631
5676,S/KTN/2,BHCB,18,130.972779908,1210.673828125,142.127854195825
5677,S/KTN/2,BHCB,30,251.277133182,4498.212890625,272.478850796534
5678,S/KTN/2,BHCB,40,447.817443839,8555.7109375,485.238597575904
5679,S/KTN/2,BHCB,55,678.026458945,28483.15625,735.245276833458
5680,S/KTN/2,BHCS,10,758.26446367,23489.40625,822.608040716447
5681,S/KTN/2,BHCB,15,165.823963551,1850.58984375,179.977874983573
5682,S/KTN/2,BHCS,20,661.941378588,26757.373046875,718.710633401078
5683,S/KTN/2,BHCS,8,418.433756157,11035.39453125,454.164434246676
5684,S/KTN/2,BHCS,5,816.331697936,32759.62109375,885.658312822585
5685,S/KTN/2,BHCS,8,700.34434705,30743.875,759.385438531769
5686,S/KTN/2,BHCS,2,1092.72292525,59207.046875,1185.02240695717
